gene_id	Donor	ptype
EMOJOO_148580	DonA	AB
EMOJOO_14860	DonA	AB-BA
EMOJOO_14865	DonA	AB-ABAB
EMOJOO_14870	DonA	AB-ABAB
EMOJOO_1487450	DonA	AB
EMOJOO_1487455	DonA	AB
EMOJOO_14875	DonA	AB-BA
EMOJOO_148755	DonA	AB
EMOJOO_14880	DonA	AB
EMOJOO_148820	DonA	AB-BA
EMOJOO_14885	DonA	All
EMOJOO_14890	DonA	AB-BA
EMOJOO_1489310	DonA	AB
EMOJOO_1489470	DonA	AB
EMOJOO_1489625	DonA	AB
EMOJOO_148975	DonA	AB
EMOJOO_149005	DonA	AB
EMOJOO_1490395	DonA	AB-ABAB
EMOJOO_14905	DonA	AB
EMOJOO_149070	DonA	AB
EMOJOO_14910	DonA	AB-ABAB
EMOJOO_149120	DonA	AB
EMOJOO_149130	DonA	AB
EMOJOO_14915	DonA	All
EMOJOO_1491515	DonA	AB
EMOJOO_149190	DonA	AB
EMOJOO_14920	DonA	AB-BA
EMOJOO_149210	DonA	AB
EMOJOO_14925	DonA	All
EMOJOO_149285	DonA	AB
EMOJOO_1492870	DonA	AB-ABAB
EMOJOO_14930	DonA	All
EMOJOO_149330	DonA	AB
EMOJOO_149345	DonA	AB
EMOJOO_14935	DonA	AB-ABAB
EMOJOO_149375	DonA	AB
EMOJOO_14940	DonA	AB
EMOJOO_14945	DonA	AB-ABAB
EMOJOO_14950	DonA	All
EMOJOO_14955	DonA	AB-ABAB
EMOJOO_14960	DonA	AB-BA
EMOJOO_14965	DonA	AB
EMOJOO_14970	DonA	AB-ABAB
EMOJOO_1497235	DonA	AB-ABAB
EMOJOO_1497260	DonA	AB
EMOJOO_14975	DonA	AB-ABAB
EMOJOO_1497545	DonA	AB
EMOJOO_149835	DonA	AB-ABAB
EMOJOO_14985	DonA	All
EMOJOO_149850	DonA	AB
EMOJOO_149860	DonA	AB-ABAB
EMOJOO_14990	DonA	All
EMOJOO_1499060	DonA	AB-BA
EMOJOO_1499080	DonA	AB
EMOJOO_149920	DonA	AB
EMOJOO_14995	DonA	All
EMOJOO_149960	DonA	AB-ABAB
EMOJOO_149970	DonA	AB
EMOJOO_149980	DonA	AB-ABAB
EMOJOO_15000	DonA	All
EMOJOO_150005	DonA	AB-ABAB
EMOJOO_150015	DonA	AB
EMOJOO_150030	DonA	AB-ABAB
EMOJOO_15005	DonA	All
EMOJOO_1500705	DonA	AB
EMOJOO_150080	DonA	AB
EMOJOO_1500870	DonA	All
EMOJOO_150090	DonA	AB-ABAB
EMOJOO_150095	DonA	AB-ABAB
EMOJOO_15010	DonA	AB-ABAB
EMOJOO_150105	DonA	AB-ABAB
EMOJOO_150110	DonA	AB-ABAB
EMOJOO_150115	DonA	AB-ABAB
EMOJOO_150120	DonA	AB-ABAB
EMOJOO_150150	DonA	AB
EMOJOO_150175	DonA	AB
EMOJOO_1501825	DonA	AB-BA
EMOJOO_1501845	DonA	All
EMOJOO_150185	DonA	AB-ABAB
EMOJOO_150190	DonA	AB-ABAB
EMOJOO_150195	DonA	AB-ABAB
EMOJOO_15020	DonA	All
EMOJOO_150200	DonA	AB-ABAB
EMOJOO_150220	DonA	AB-ABAB
EMOJOO_150240	DonA	AB
EMOJOO_15025	DonA	All
EMOJOO_150255	DonA	AB-ABAB
EMOJOO_150270	DonA	AB-ABAB
EMOJOO_15030	DonA	AB
EMOJOO_150305	DonA	AB
EMOJOO_150310	DonA	AB
EMOJOO_150315	DonA	AB
EMOJOO_150320	DonA	AB
EMOJOO_150345	DonA	AB
EMOJOO_15035	DonA	AB-ABAB
EMOJOO_150350	DonA	AB
EMOJOO_150365	DonA	AB
EMOJOO_150385	DonA	AB
EMOJOO_1503925	DonA	All
EMOJOO_15040	DonA	AB-ABAB
EMOJOO_150400	DonA	AB
EMOJOO_150430	DonA	AB
EMOJOO_150440	DonA	All
EMOJOO_15045	DonA	AB-ABAB
EMOJOO_150465	DonA	AB
EMOJOO_150470	DonA	AB-ABAB
EMOJOO_150480	DonA	AB
EMOJOO_150490	DonA	AB
EMOJOO_15050	DonA	AB-BA
EMOJOO_150500	DonA	AB
EMOJOO_150515	DonA	AB
EMOJOO_150525	DonA	AB
EMOJOO_150530	DonA	AB
EMOJOO_150535	DonA	AB
EMOJOO_15055	DonA	All
EMOJOO_150555	DonA	AB
EMOJOO_1505590	DonA	AB-BA
EMOJOO_1505595	DonA	All
EMOJOO_150560	DonA	AB
EMOJOO_150590	DonA	AB
EMOJOO_150595	DonA	AB
EMOJOO_150600	DonA	AB
EMOJOO_150605	DonA	AB-BA
EMOJOO_1506070	DonA	All
EMOJOO_150610	DonA	AB
EMOJOO_150625	DonA	AB
EMOJOO_150630	DonA	AB-BA
EMOJOO_1506700	DonA	AB-ABAB
EMOJOO_150675	DonA	AB
EMOJOO_150710	DonA	AB
EMOJOO_150715	DonA	AB
EMOJOO_150740	DonA	AB
EMOJOO_150755	DonA	AB
EMOJOO_150760	DonA	AB
EMOJOO_150770	DonA	AB
EMOJOO_150785	DonA	AB
EMOJOO_150790	DonA	AB
EMOJOO_150795	DonA	AB
EMOJOO_15080	DonA	All
EMOJOO_150800	DonA	AB
EMOJOO_150805	DonA	AB
EMOJOO_150820	DonA	AB
EMOJOO_150850	DonA	AB
EMOJOO_150855	DonA	AB
EMOJOO_150870	DonA	AB
EMOJOO_150875	DonA	AB
EMOJOO_150880	DonA	AB
EMOJOO_150895	DonA	AB
EMOJOO_15090	DonA	AB-BA
EMOJOO_150910	DonA	AB
EMOJOO_150915	DonA	AB
EMOJOO_150940	DonA	AB
EMOJOO_150945	DonA	AB
EMOJOO_150980	DonA	AB
EMOJOO_151005	DonA	AB
EMOJOO_151010	DonA	AB
EMOJOO_1510315	DonA	All
EMOJOO_15105	DonA	All
EMOJOO_151050	DonA	AB
EMOJOO_1510575	DonA	All
EMOJOO_151070	DonA	AB
EMOJOO_151080	DonA	AB
EMOJOO_151095	DonA	AB
EMOJOO_15110	DonA	All
EMOJOO_151100	DonA	AB
EMOJOO_151125	DonA	AB
EMOJOO_15115	DonA	All
EMOJOO_151180	DonA	AB
EMOJOO_151195	DonA	AB
EMOJOO_15120	DonA	AB-BA
EMOJOO_1512090	DonA	AB
EMOJOO_1512265	DonA	AB
EMOJOO_1512490	DonA	All
EMOJOO_15125	DonA	All
EMOJOO_1512985	DonA	AB-BA
EMOJOO_15130	DonA	AB-ABAB
EMOJOO_151325	DonA	AB-BA
EMOJOO_1513765	DonA	AB
EMOJOO_15145	DonA	All
EMOJOO_15150	DonA	AB-BA
EMOJOO_15155	DonA	AB-BA
EMOJOO_15165	DonA	AB-BA
EMOJOO_151665	DonA	AB
EMOJOO_1516990	DonA	AB-ABAB
EMOJOO_15170	DonA	AB-BA
EMOJOO_151700	DonA	AB
EMOJOO_151720	DonA	AB
EMOJOO_1517685	DonA	All
EMOJOO_1517695	DonA	AB
EMOJOO_151780	DonA	AB
EMOJOO_151790	DonA	AB
EMOJOO_15180	DonA	All
EMOJOO_1518445	DonA	All
EMOJOO_1518450	DonA	All
EMOJOO_1518460	DonA	All
EMOJOO_15185	DonA	AB-BA
EMOJOO_1518520	DonA	AB-BA
EMOJOO_15190	DonA	AB-BA
EMOJOO_15195	DonA	All
EMOJOO_1519635	DonA	AB-BA
EMOJOO_1519640	DonA	AB-BA
EMOJOO_15200	DonA	All
EMOJOO_15205	DonA	All
EMOJOO_1520590	DonA	All
EMOJOO_15210	DonA	All
EMOJOO_1521405	DonA	AB
EMOJOO_15215	DonA	All
EMOJOO_15220	DonA	All
EMOJOO_1522245	DonA	AB
EMOJOO_1522280	DonA	AB-ABAB
EMOJOO_15225	DonA	AB-ABAB
EMOJOO_15230	DonA	All
EMOJOO_1523065	DonA	All
EMOJOO_15235	DonA	AB
EMOJOO_15240	DonA	All
EMOJOO_152440	DonA	AB
EMOJOO_15245	DonA	AB-ABAB
EMOJOO_15250	DonA	AB-BA
EMOJOO_1525235	DonA	AB-BA
EMOJOO_15255	DonA	AB-ABAB
EMOJOO_1525885	DonA	AB
EMOJOO_1525890	DonA	All
EMOJOO_15260	DonA	AB
EMOJOO_1526460	DonA	All
EMOJOO_15265	DonA	AB
EMOJOO_152655	DonA	AB
EMOJOO_152665	DonA	AB
EMOJOO_152675	DonA	AB
EMOJOO_1527015	DonA	AB
EMOJOO_1527020	DonA	AB
EMOJOO_1527275	DonA	All
EMOJOO_15275	DonA	All
EMOJOO_15280	DonA	All
EMOJOO_15285	DonA	All
EMOJOO_15290	DonA	AB-ABAB
EMOJOO_1529460	DonA	AB
EMOJOO_15295	DonA	All
EMOJOO_15300	DonA	All
EMOJOO_1530265	DonA	All
EMOJOO_1530270	DonA	All
EMOJOO_1530275	DonA	All
EMOJOO_1530280	DonA	All
EMOJOO_1530285	DonA	All
EMOJOO_15305	DonA	All
EMOJOO_1530510	DonA	AB-ABAB
EMOJOO_1530520	DonA	All
EMOJOO_15310	DonA	AB-ABAB
EMOJOO_1531020	DonA	AB
EMOJOO_15315	DonA	AB-ABAB
EMOJOO_1531615	DonA	AB
EMOJOO_1531865	DonA	All
EMOJOO_1531870	DonA	All
EMOJOO_15320	DonA	All
EMOJOO_15325	DonA	All
EMOJOO_153275	DonA	AB
EMOJOO_15330	DonA	All
EMOJOO_15335	DonA	AB
EMOJOO_15340	DonA	AB-ABAB
EMOJOO_1534235	DonA	AB
EMOJOO_1534240	DonA	AB
EMOJOO_15345	DonA	AB-BA
EMOJOO_15350	DonA	All
EMOJOO_1535205	DonA	All
EMOJOO_1535210	DonA	All
EMOJOO_15355	DonA	AB-BA
EMOJOO_1535785	DonA	AB
EMOJOO_15360	DonA	All
EMOJOO_1536275	DonA	All
EMOJOO_15365	DonA	AB-ABAB
EMOJOO_15370	DonA	All
EMOJOO_15375	DonA	AB-ABAB
EMOJOO_153835	DonA	AB-ABAB
EMOJOO_15385	DonA	All
EMOJOO_153875	DonA	AB
EMOJOO_1538750	DonA	All
EMOJOO_153880	DonA	AB
EMOJOO_153885	DonA	AB-ABAB
EMOJOO_15390	DonA	All
EMOJOO_153905	DonA	AB-ABAB
EMOJOO_153910	DonA	AB
EMOJOO_153935	DonA	AB
EMOJOO_1539570	DonA	All
EMOJOO_153975	DonA	AB-ABAB
EMOJOO_154015	DonA	AB-ABAB
EMOJOO_154035	DonA	AB-ABAB
EMOJOO_15405	DonA	AB-ABAB
EMOJOO_154060	DonA	AB-ABAB
EMOJOO_154070	DonA	AB
EMOJOO_154075	DonA	AB
EMOJOO_154095	DonA	AB-ABAB
EMOJOO_15410	DonA	All
EMOJOO_154100	DonA	AB
EMOJOO_154105	DonA	AB
EMOJOO_1541070	DonA	All
EMOJOO_1541075	DonA	All
EMOJOO_1541080	DonA	All
EMOJOO_154115	DonA	AB-ABAB
EMOJOO_15415	DonA	AB-BA
EMOJOO_154165	DonA	AB-ABAB
EMOJOO_154180	DonA	AB-ABAB
EMOJOO_15420	DonA	All
EMOJOO_154200	DonA	All
EMOJOO_1542440	DonA	AB
EMOJOO_15425	DonA	All
EMOJOO_1542625	DonA	AB-BA
EMOJOO_1543015	DonA	AB-ABAB
EMOJOO_1543195	DonA	AB-ABAB
EMOJOO_15435	DonA	All
EMOJOO_1543520	DonA	All
EMOJOO_1543525	DonA	All
EMOJOO_1543720	DonA	AB-BA
EMOJOO_15440	DonA	All
EMOJOO_15445	DonA	AB-BA
EMOJOO_1544935	DonA	All
EMOJOO_1544940	DonA	AB-BA
EMOJOO_1544945	DonA	All
EMOJOO_15450	DonA	AB-BA
EMOJOO_15455	DonA	All
EMOJOO_1545655	DonA	AB
EMOJOO_15460	DonA	All
EMOJOO_1546295	DonA	AB
EMOJOO_15465	DonA	All
EMOJOO_1546545	DonA	AB-BA
EMOJOO_1546900	DonA	AB-BA
EMOJOO_15470	DonA	AB
EMOJOO_15475	DonA	AB
EMOJOO_15480	DonA	AB
EMOJOO_1548345	DonA	AB
EMOJOO_1548640	DonA	AB
EMOJOO_1548645	DonA	All
EMOJOO_1548650	DonA	All
EMOJOO_1549040	DonA	All
EMOJOO_1549045	DonA	AB-BA
EMOJOO_1550235	DonA	AB
EMOJOO_155050	DonA	AB
EMOJOO_155085	DonA	AB
EMOJOO_155090	DonA	AB
EMOJOO_155150	DonA	AB
EMOJOO_155180	DonA	AB
EMOJOO_15520	DonA	AB
EMOJOO_155215	DonA	AB
EMOJOO_15525	DonA	AB
EMOJOO_155250	DonA	AB
EMOJOO_1552810	DonA	All
EMOJOO_1552815	DonA	All
EMOJOO_1552830	DonA	AB
EMOJOO_1553155	DonA	All
EMOJOO_155320	DonA	AB
EMOJOO_155345	DonA	AB-ABAB
EMOJOO_155350	DonA	AB-ABAB
EMOJOO_155355	DonA	AB
EMOJOO_155360	DonA	AB
EMOJOO_1553805	DonA	AB-ABAB
EMOJOO_1553815	DonA	AB
EMOJOO_155395	DonA	AB
EMOJOO_15540	DonA	AB
EMOJOO_1554960	DonA	AB-ABAB
EMOJOO_1554985	DonA	AB
EMOJOO_1555205	DonA	AB
EMOJOO_1556990	DonA	AB-BA
EMOJOO_1557645	DonA	AB
EMOJOO_1557680	DonA	AB
EMOJOO_1558275	DonA	AB
EMOJOO_1558525	DonA	All
EMOJOO_1558530	DonA	AB-ABAB
EMOJOO_1558535	DonA	All
EMOJOO_155880	DonA	All
EMOJOO_1558945	DonA	All
EMOJOO_1558950	DonA	AB-ABAB
EMOJOO_1559135	DonA	AB-ABAB
EMOJOO_1559140	DonA	AB-BA
EMOJOO_155930	DonA	AB
EMOJOO_155990	DonA	AB
EMOJOO_15605	DonA	AB
EMOJOO_156055	DonA	AB
EMOJOO_1560755	DonA	AB-ABAB
EMOJOO_1560790	DonA	AB
EMOJOO_1560795	DonA	AB-BA
EMOJOO_156140	DonA	AB
EMOJOO_156185	DonA	AB
EMOJOO_1562080	DonA	All
EMOJOO_15630	DonA	AB
EMOJOO_1563550	DonA	AB-ABAB
EMOJOO_1563555	DonA	AB
EMOJOO_1563785	DonA	All
EMOJOO_1565435	DonA	AB
EMOJOO_1566165	DonA	AB-ABAB
EMOJOO_1567300	DonA	AB-ABAB
EMOJOO_1567325	DonA	AB
EMOJOO_1567330	DonA	All
EMOJOO_1568765	DonA	AB-BA
EMOJOO_156945	DonA	AB
EMOJOO_1569515	DonA	All
EMOJOO_1569520	DonA	All
EMOJOO_1569775	DonA	All
EMOJOO_1570120	DonA	AB-BA
EMOJOO_1570125	DonA	AB-BA
EMOJOO_157080	DonA	AB
EMOJOO_157130	DonA	AB
EMOJOO_157165	DonA	AB
EMOJOO_1572050	DonA	All
EMOJOO_157220	DonA	AB
EMOJOO_157225	DonA	AB
EMOJOO_157235	DonA	AB
EMOJOO_1572600	DonA	All
EMOJOO_1572605	DonA	All
EMOJOO_1572835	DonA	AB
EMOJOO_157310	DonA	AB
EMOJOO_1575030	DonA	All
EMOJOO_1575040	DonA	All
EMOJOO_1576675	DonA	AB-ABAB
EMOJOO_1576680	DonA	AB
EMOJOO_1576835	DonA	AB
EMOJOO_1577030	DonA	All
EMOJOO_1577595	DonA	AB
EMOJOO_157780	DonA	AB
EMOJOO_157785	DonA	AB-BA
EMOJOO_157790	DonA	AB
EMOJOO_157810	DonA	AB-BA
EMOJOO_157815	DonA	All
EMOJOO_157820	DonA	AB
EMOJOO_1578475	DonA	AB-BA
EMOJOO_1578480	DonA	All
EMOJOO_1578485	DonA	All
EMOJOO_1578490	DonA	AB-BA
EMOJOO_1578495	DonA	AB-BA
EMOJOO_15785	DonA	AB
EMOJOO_157855	DonA	AB
EMOJOO_157930	DonA	AB
EMOJOO_157935	DonA	AB
EMOJOO_157940	DonA	AB
EMOJOO_158005	DonA	AB
EMOJOO_1580050	DonA	AB-ABAB
EMOJOO_1580055	DonA	AB
EMOJOO_1580060	DonA	AB
EMOJOO_158010	DonA	AB
EMOJOO_1580335	DonA	All
EMOJOO_158050	DonA	AB
EMOJOO_1580535	DonA	AB
EMOJOO_158055	DonA	AB-BA
EMOJOO_158070	DonA	AB-BA
EMOJOO_1580810	DonA	AB
EMOJOO_158105	DonA	AB
EMOJOO_158120	DonA	AB
EMOJOO_1581325	DonA	AB-BA
EMOJOO_1581655	DonA	All
EMOJOO_1581660	DonA	All
EMOJOO_15825	DonA	AB
EMOJOO_1583235	DonA	All
EMOJOO_1584500	DonA	AB
EMOJOO_1584505	DonA	AB-BA
EMOJOO_1584540	DonA	AB-ABAB
EMOJOO_1585445	DonA	AB-BA
EMOJOO_1585450	DonA	All
EMOJOO_1585455	DonA	All
EMOJOO_1585460	DonA	All
EMOJOO_1585765	DonA	AB
EMOJOO_1586955	DonA	AB-BA
EMOJOO_1586960	DonA	All
EMOJOO_1587330	DonA	AB
EMOJOO_1588140	DonA	AB-ABAB
EMOJOO_1588145	DonA	AB-ABAB
EMOJOO_1588815	DonA	All
EMOJOO_1588845	DonA	AB-ABAB
EMOJOO_1590280	DonA	All
EMOJOO_1590285	DonA	All
EMOJOO_1592340	DonA	AB-BA
EMOJOO_1592680	DonA	All
EMOJOO_1592925	DonA	All
EMOJOO_159305	DonA	AB
EMOJOO_1593140	DonA	All
EMOJOO_1593150	DonA	All
EMOJOO_159420	DonA	AB
EMOJOO_1594255	DonA	AB-BA
EMOJOO_159435	DonA	AB
EMOJOO_1594460	DonA	AB-ABAB
EMOJOO_159460	DonA	AB
EMOJOO_159505	DonA	AB-ABAB
EMOJOO_159515	DonA	AB
EMOJOO_159525	DonA	AB
EMOJOO_159530	DonA	AB-ABAB
EMOJOO_159535	DonA	AB
EMOJOO_1595470	DonA	All
EMOJOO_1595475	DonA	All
EMOJOO_15955	DonA	AB-BA
EMOJOO_159550	DonA	AB
EMOJOO_159575	DonA	AB
EMOJOO_159580	DonA	AB
EMOJOO_159585	DonA	AB
EMOJOO_159590	DonA	AB-ABAB
EMOJOO_159595	DonA	AB-ABAB
EMOJOO_159600	DonA	AB
EMOJOO_159605	DonA	AB
EMOJOO_159610	DonA	AB-ABAB
EMOJOO_159615	DonA	AB
EMOJOO_159645	DonA	AB
EMOJOO_159665	DonA	AB-ABAB
EMOJOO_159675	DonA	AB-ABAB
EMOJOO_159705	DonA	AB
EMOJOO_159730	DonA	AB
EMOJOO_159795	DonA	AB
EMOJOO_1598080	DonA	AB-BA
EMOJOO_1598085	DonA	AB
EMOJOO_159820	DonA	AB
EMOJOO_1598625	DonA	AB-ABAB
EMOJOO_15990	DonA	AB
EMOJOO_159960	DonA	AB
EMOJOO_159970	DonA	AB-ABAB
EMOJOO_160025	DonA	AB
EMOJOO_1600495	DonA	All
EMOJOO_1600745	DonA	AB
EMOJOO_1601745	DonA	All
EMOJOO_1601750	DonA	All
EMOJOO_1603195	DonA	All
EMOJOO_16035	DonA	AB
EMOJOO_1603515	DonA	All
EMOJOO_1604280	DonA	AB-ABAB
EMOJOO_160465	DonA	All
EMOJOO_1605845	DonA	All
EMOJOO_1606125	DonA	All
EMOJOO_1606810	DonA	AB-ABAB
EMOJOO_16075	DonA	AB
EMOJOO_1608860	DonA	AB
EMOJOO_1609625	DonA	AB-ABAB
EMOJOO_1609630	DonA	All
EMOJOO_1609980	DonA	AB
EMOJOO_1609990	DonA	All
EMOJOO_1610005	DonA	AB
EMOJOO_1610705	DonA	AB-ABAB
EMOJOO_1611505	DonA	AB
EMOJOO_1613090	DonA	AB-ABAB
EMOJOO_1614690	DonA	AB
EMOJOO_1616165	DonA	AB-BA
EMOJOO_1617165	DonA	AB-ABAB
EMOJOO_16180	DonA	AB
EMOJOO_1618670	DonA	All
EMOJOO_1618965	DonA	AB
EMOJOO_1619555	DonA	AB
EMOJOO_1619565	DonA	AB
EMOJOO_1619570	DonA	AB-BA
EMOJOO_1621945	DonA	All
EMOJOO_1622805	DonA	All
EMOJOO_1623680	DonA	All
EMOJOO_1623685	DonA	All
EMOJOO_1623690	DonA	All
EMOJOO_16240	DonA	AB
EMOJOO_1624760	DonA	AB
EMOJOO_1624765	DonA	All
EMOJOO_16255	DonA	AB
EMOJOO_162855	DonA	AB
EMOJOO_1628875	DonA	AB
EMOJOO_1628880	DonA	AB-BA
EMOJOO_1630000	DonA	AB
EMOJOO_1630410	DonA	All
EMOJOO_1630415	DonA	AB-BA
EMOJOO_1630740	DonA	All
EMOJOO_1631575	DonA	AB-ABAB
EMOJOO_1631580	DonA	All
EMOJOO_1631825	DonA	All
EMOJOO_1631830	DonA	AB-ABAB
EMOJOO_1632365	DonA	AB
EMOJOO_1632715	DonA	AB-ABAB
EMOJOO_16335	DonA	AB
EMOJOO_1633775	DonA	AB-ABAB
EMOJOO_1634340	DonA	All
EMOJOO_1635215	DonA	AB-ABAB
EMOJOO_1635475	DonA	All
EMOJOO_1635875	DonA	All
EMOJOO_1636130	DonA	AB
EMOJOO_163630	DonA	AB
EMOJOO_163670	DonA	AB
EMOJOO_163685	DonA	AB
EMOJOO_163690	DonA	AB
EMOJOO_163710	DonA	AB
EMOJOO_163730	DonA	AB
EMOJOO_163735	DonA	AB
EMOJOO_163745	DonA	AB
EMOJOO_16375	DonA	AB
EMOJOO_163755	DonA	AB
EMOJOO_163765	DonA	AB-ABAB
EMOJOO_163835	DonA	AB-ABAB
EMOJOO_163850	DonA	AB
EMOJOO_163855	DonA	AB
EMOJOO_1638560	DonA	AB
EMOJOO_1638590	DonA	All
EMOJOO_163865	DonA	AB
EMOJOO_163880	DonA	AB
EMOJOO_163885	DonA	AB
EMOJOO_1638860	DonA	All
EMOJOO_1638865	DonA	AB-BA
EMOJOO_163940	DonA	AB-ABAB
EMOJOO_164025	DonA	AB
EMOJOO_1641055	DonA	AB
EMOJOO_164225	DonA	AB
EMOJOO_164230	DonA	AB
EMOJOO_1642465	DonA	All
EMOJOO_1642775	DonA	All
EMOJOO_1642780	DonA	AB-BA
EMOJOO_164285	DonA	AB
EMOJOO_1643040	DonA	AB-ABAB
EMOJOO_164360	DonA	AB
EMOJOO_1644260	DonA	AB
EMOJOO_164460	DonA	AB
EMOJOO_1644800	DonA	AB-ABAB
EMOJOO_16450	DonA	AB
EMOJOO_164500	DonA	AB
EMOJOO_1645410	DonA	AB-BA
EMOJOO_1645415	DonA	AB
EMOJOO_1645420	DonA	AB
EMOJOO_16455	DonA	AB
EMOJOO_164600	DonA	AB
EMOJOO_1646255	DonA	AB
EMOJOO_1646260	DonA	AB-ABAB
EMOJOO_1646265	DonA	All
EMOJOO_164650	DonA	AB
EMOJOO_164660	DonA	AB
EMOJOO_1646625	DonA	AB
EMOJOO_164690	DonA	AB
EMOJOO_1646930	DonA	AB-BA
EMOJOO_16485	DonA	AB
EMOJOO_1649205	DonA	AB
EMOJOO_16495	DonA	AB
EMOJOO_16500	DonA	AB
EMOJOO_1650410	DonA	AB
EMOJOO_1650725	DonA	AB
EMOJOO_16510	DonA	AB
EMOJOO_1651395	DonA	All
EMOJOO_1651400	DonA	All
EMOJOO_16515	DonA	AB
EMOJOO_16520	DonA	AB
EMOJOO_1653415	DonA	AB-ABAB
EMOJOO_1653420	DonA	AB
EMOJOO_1653435	DonA	All
EMOJOO_1653450	DonA	AB-ABAB
EMOJOO_1653770	DonA	All
EMOJOO_165415	DonA	AB
EMOJOO_1654410	DonA	All
EMOJOO_165460	DonA	AB
EMOJOO_165470	DonA	AB
EMOJOO_1655255	DonA	All
EMOJOO_1655260	DonA	All
EMOJOO_1656165	DonA	All
EMOJOO_1656430	DonA	AB
EMOJOO_1656435	DonA	AB-BA
EMOJOO_1656920	DonA	AB-ABAB
EMOJOO_16575	DonA	AB
EMOJOO_16580	DonA	AB-BA
EMOJOO_1658030	DonA	AB-BA
EMOJOO_1658035	DonA	All
EMOJOO_16585	DonA	AB-BA
EMOJOO_1658570	DonA	AB
EMOJOO_16590	DonA	AB-BA
EMOJOO_1659085	DonA	AB
EMOJOO_16595	DonA	AB
EMOJOO_1659745	DonA	All
EMOJOO_16600	DonA	AB-BA
EMOJOO_16605	DonA	AB-BA
EMOJOO_1660575	DonA	AB-ABAB
EMOJOO_1660595	DonA	AB
EMOJOO_16610	DonA	AB-BA
EMOJOO_1661140	DonA	AB
EMOJOO_1661145	DonA	All
EMOJOO_16615	DonA	AB-BA
EMOJOO_16620	DonA	AB-BA
EMOJOO_1662040	DonA	AB-ABAB
EMOJOO_1662425	DonA	All
EMOJOO_16625	DonA	AB
EMOJOO_16630	DonA	AB
EMOJOO_16635	DonA	AB
EMOJOO_1663580	DonA	AB-ABAB
EMOJOO_16640	DonA	AB-BA
EMOJOO_1664405	DonA	AB-BA
EMOJOO_16645	DonA	AB-BA
EMOJOO_16650	DonA	AB-BA
EMOJOO_1665110	DonA	AB-ABAB
EMOJOO_1665115	DonA	All
EMOJOO_1665445	DonA	All
EMOJOO_16660	DonA	AB-BA
EMOJOO_1666460	DonA	AB
EMOJOO_16665	DonA	AB-BA
EMOJOO_16670	DonA	AB-BA
EMOJOO_1668625	DonA	AB
EMOJOO_16690	DonA	AB
EMOJOO_1669000	DonA	AB
EMOJOO_1669440	DonA	AB
EMOJOO_16695	DonA	AB
EMOJOO_166950	DonA	AB
EMOJOO_166960	DonA	AB
EMOJOO_166970	DonA	AB
EMOJOO_16700	DonA	AB-BA
EMOJOO_1670425	DonA	AB
EMOJOO_16705	DonA	AB
EMOJOO_167140	DonA	AB
EMOJOO_16715	DonA	AB-BA
EMOJOO_16725	DonA	AB-BA
EMOJOO_16730	DonA	AB-BA
EMOJOO_1673160	DonA	All
EMOJOO_16735	DonA	AB-BA
EMOJOO_16740	DonA	AB-BA
EMOJOO_16745	DonA	AB
EMOJOO_16750	DonA	AB-BA
EMOJOO_1675030	DonA	All
EMOJOO_16755	DonA	AB-BA
EMOJOO_1675735	DonA	All
EMOJOO_1676705	DonA	AB-ABAB
EMOJOO_1676970	DonA	All
EMOJOO_1676975	DonA	All
EMOJOO_16770	DonA	AB
EMOJOO_16775	DonA	AB
EMOJOO_16780	DonA	AB
EMOJOO_16785	DonA	AB
EMOJOO_1678545	DonA	All
EMOJOO_1678550	DonA	All
EMOJOO_16790	DonA	AB-BA
EMOJOO_16795	DonA	AB-BA
EMOJOO_1679520	DonA	All
EMOJOO_1679525	DonA	All
EMOJOO_1679530	DonA	All
EMOJOO_1679855	DonA	AB
EMOJOO_1679860	DonA	All
EMOJOO_16800	DonA	AB-BA
EMOJOO_1680260	DonA	All
EMOJOO_16805	DonA	AB-BA
EMOJOO_1680830	DonA	AB
EMOJOO_1680845	DonA	All
EMOJOO_16810	DonA	AB-BA
EMOJOO_16815	DonA	AB-BA
EMOJOO_16825	DonA	AB-BA
EMOJOO_16830	DonA	AB
EMOJOO_16835	DonA	AB-BA
EMOJOO_16840	DonA	AB-BA
EMOJOO_1684295	DonA	AB-BA
EMOJOO_16845	DonA	AB
EMOJOO_16850	DonA	AB-BA
EMOJOO_1685040	DonA	All
EMOJOO_1685370	DonA	All
EMOJOO_16855	DonA	AB-BA
EMOJOO_1686305	DonA	All
EMOJOO_1686310	DonA	All
EMOJOO_16865	DonA	AB-BA
EMOJOO_16875	DonA	AB-BA
EMOJOO_16880	DonA	AB
EMOJOO_16885	DonA	AB-BA
EMOJOO_1689550	DonA	AB-BA
EMOJOO_1689555	DonA	AB
EMOJOO_1689795	DonA	All
EMOJOO_16900	DonA	AB
EMOJOO_16905	DonA	AB-BA
EMOJOO_16910	DonA	AB-BA
EMOJOO_16915	DonA	AB-BA
EMOJOO_1691500	DonA	All
EMOJOO_1691760	DonA	All
EMOJOO_1691775	DonA	AB
EMOJOO_16920	DonA	AB-BA
EMOJOO_1692075	DonA	All
EMOJOO_1692080	DonA	AB-BA
EMOJOO_1692420	DonA	AB
EMOJOO_16930	DonA	AB-BA
EMOJOO_16935	DonA	AB-BA
EMOJOO_16940	DonA	AB
