gene_id	Donor	ptype
EMOJOO_16945	DonA	AB-BA
EMOJOO_16950	DonA	AB
EMOJOO_1695335	DonA	All
EMOJOO_1695340	DonA	AB
EMOJOO_16955	DonA	AB
EMOJOO_1695640	DonA	AB-ABAB
EMOJOO_1696320	DonA	All
EMOJOO_16965	DonA	AB-BA
EMOJOO_1696990	DonA	AB-ABAB
EMOJOO_16970	DonA	AB
EMOJOO_1697000	DonA	AB
EMOJOO_16975	DonA	AB-BA
EMOJOO_1698425	DonA	All
EMOJOO_1698440	DonA	All
EMOJOO_16985	DonA	AB-BA
EMOJOO_1698800	DonA	AB
EMOJOO_1698815	DonA	All
EMOJOO_16990	DonA	AB
EMOJOO_17000	DonA	AB-BA
EMOJOO_17005	DonA	AB
EMOJOO_1700680	DonA	All
EMOJOO_1700685	DonA	AB-ABAB
EMOJOO_17010	DonA	AB-BA
EMOJOO_17015	DonA	AB-BA
EMOJOO_17020	DonA	AB
EMOJOO_1702730	DonA	AB-BA
EMOJOO_17030	DonA	AB
EMOJOO_1703450	DonA	All
EMOJOO_1703460	DonA	All
EMOJOO_17035	DonA	AB
EMOJOO_1703750	DonA	All
EMOJOO_17040	DonA	AB-BA
EMOJOO_17045	DonA	AB-BA
EMOJOO_1704510	DonA	AB-BA
EMOJOO_1704520	DonA	All
EMOJOO_1704530	DonA	All
EMOJOO_1705745	DonA	All
EMOJOO_1705750	DonA	AB
EMOJOO_1706180	DonA	All
EMOJOO_17065	DonA	AB
EMOJOO_17070	DonA	AB
EMOJOO_17080	DonA	AB-BA
EMOJOO_17085	DonA	AB-BA
EMOJOO_1708835	DonA	AB-ABAB
EMOJOO_17090	DonA	AB
EMOJOO_17095	DonA	AB
EMOJOO_170950	DonA	AB
EMOJOO_1709515	DonA	AB
EMOJOO_170995	DonA	AB
EMOJOO_17100	DonA	AB-BA
EMOJOO_171000	DonA	AB
EMOJOO_1710150	DonA	AB
EMOJOO_1710460	DonA	All
EMOJOO_1710465	DonA	All
EMOJOO_1710475	DonA	All
EMOJOO_17105	DonA	AB-BA
EMOJOO_171060	DonA	AB
EMOJOO_171065	DonA	AB
EMOJOO_171070	DonA	AB
EMOJOO_17110	DonA	AB
EMOJOO_171105	DonA	AB
EMOJOO_1711200	DonA	All
EMOJOO_17115	DonA	AB-BA
EMOJOO_17120	DonA	AB-BA
EMOJOO_171240	DonA	AB
EMOJOO_17125	DonA	AB-BA
EMOJOO_171295	DonA	AB
EMOJOO_17130	DonA	AB
EMOJOO_1713495	DonA	AB-BA
EMOJOO_17135	DonA	AB
EMOJOO_1713510	DonA	AB-ABAB
EMOJOO_1713840	DonA	AB-ABAB
EMOJOO_17140	DonA	AB-BA
EMOJOO_1714140	DonA	AB
EMOJOO_1714145	DonA	AB
EMOJOO_1714150	DonA	AB
EMOJOO_17145	DonA	AB
EMOJOO_1714535	DonA	AB
EMOJOO_17150	DonA	AB-BA
EMOJOO_1715370	DonA	AB
EMOJOO_17155	DonA	AB-BA
EMOJOO_17160	DonA	AB-BA
EMOJOO_17165	DonA	AB
EMOJOO_1717180	DonA	All
EMOJOO_1717185	DonA	All
EMOJOO_171755	DonA	AB
EMOJOO_171775	DonA	AB
EMOJOO_17180	DonA	AB
EMOJOO_171800	DonA	AB
EMOJOO_17185	DonA	AB
EMOJOO_171925	DonA	AB
EMOJOO_17195	DonA	AB-BA
EMOJOO_171955	DonA	AB-BA
EMOJOO_1719890	DonA	All
EMOJOO_17205	DonA	AB-BA
EMOJOO_17210	DonA	AB
EMOJOO_17215	DonA	AB-BA
EMOJOO_17220	DonA	AB
EMOJOO_17230	DonA	AB-BA
EMOJOO_17240	DonA	AB-BA
EMOJOO_17245	DonA	AB-BA
EMOJOO_17250	DonA	AB
EMOJOO_17255	DonA	AB-BA
EMOJOO_17260	DonA	AB-BA
EMOJOO_17270	DonA	AB-BA
EMOJOO_17275	DonA	AB
EMOJOO_17280	DonA	AB-BA
EMOJOO_17285	DonA	AB-BA
EMOJOO_17295	DonA	AB
EMOJOO_17310	DonA	AB
EMOJOO_17315	DonA	AB-BA
EMOJOO_17320	DonA	AB
EMOJOO_173210	DonA	AB
EMOJOO_173230	DonA	AB
EMOJOO_17325	DonA	AB-BA
EMOJOO_173265	DonA	AB
EMOJOO_173280	DonA	AB
EMOJOO_17330	DonA	AB-BA
EMOJOO_173300	DonA	AB
EMOJOO_173315	DonA	AB
EMOJOO_173325	DonA	AB
EMOJOO_17335	DonA	AB-BA
EMOJOO_173370	DonA	AB
EMOJOO_173390	DonA	AB
EMOJOO_17340	DonA	AB-BA
EMOJOO_173405	DonA	AB-ABAB
EMOJOO_17345	DonA	AB
EMOJOO_17350	DonA	AB-BA
EMOJOO_17355	DonA	AB-BA
EMOJOO_17360	DonA	AB
EMOJOO_17365	DonA	AB
EMOJOO_17370	DonA	AB
EMOJOO_17380	DonA	AB
EMOJOO_17385	DonA	AB
EMOJOO_17390	DonA	AB-BA
EMOJOO_17405	DonA	AB-BA
EMOJOO_174105	DonA	All
EMOJOO_174110	DonA	All
EMOJOO_174115	DonA	AB-BA
EMOJOO_174120	DonA	AB-BA
EMOJOO_174125	DonA	All
EMOJOO_174130	DonA	AB-BA
EMOJOO_174135	DonA	AB-BA
EMOJOO_174140	DonA	AB-BA
EMOJOO_174145	DonA	AB-BA
EMOJOO_17415	DonA	AB
EMOJOO_174150	DonA	AB-BA
EMOJOO_174155	DonA	AB-BA
EMOJOO_174160	DonA	AB-BA
EMOJOO_174165	DonA	AB-BA
EMOJOO_174170	DonA	AB-ABAB
EMOJOO_174175	DonA	All
EMOJOO_174180	DonA	AB-BA
EMOJOO_174185	DonA	AB
EMOJOO_174190	DonA	All
EMOJOO_174195	DonA	All
EMOJOO_17420	DonA	AB-BA
EMOJOO_174205	DonA	AB-BA
EMOJOO_174210	DonA	AB-BA
EMOJOO_174215	DonA	AB-ABAB
EMOJOO_174220	DonA	AB-ABAB
EMOJOO_174225	DonA	All
EMOJOO_174230	DonA	AB-BA
EMOJOO_174235	DonA	AB-BA
EMOJOO_174240	DonA	AB-BA
EMOJOO_174245	DonA	All
EMOJOO_17425	DonA	AB-BA
EMOJOO_174250	DonA	AB
EMOJOO_174255	DonA	AB-BA
EMOJOO_174260	DonA	AB-BA
EMOJOO_174265	DonA	All
EMOJOO_174270	DonA	AB-BA
EMOJOO_174275	DonA	AB-BA
EMOJOO_174280	DonA	AB-BA
EMOJOO_174285	DonA	AB-BA
EMOJOO_174290	DonA	AB
EMOJOO_174295	DonA	AB
EMOJOO_174300	DonA	AB-BA
EMOJOO_174305	DonA	All
EMOJOO_174310	DonA	AB-BA
EMOJOO_174315	DonA	AB-BA
EMOJOO_174320	DonA	AB-BA
EMOJOO_174325	DonA	AB-BA
EMOJOO_174330	DonA	AB-BA
EMOJOO_174335	DonA	AB-BA
EMOJOO_174340	DonA	AB-BA
EMOJOO_174345	DonA	AB-BA
EMOJOO_17435	DonA	AB-BA
EMOJOO_174350	DonA	AB-BA
EMOJOO_174355	DonA	AB-BA
EMOJOO_174360	DonA	AB-BA
EMOJOO_174365	DonA	AB
EMOJOO_174370	DonA	All
EMOJOO_174375	DonA	AB-BA
EMOJOO_174380	DonA	All
EMOJOO_174390	DonA	AB-BA
EMOJOO_17440	DonA	AB-BA
EMOJOO_174400	DonA	All
EMOJOO_174405	DonA	All
EMOJOO_174410	DonA	All
EMOJOO_174415	DonA	All
EMOJOO_174420	DonA	AB-BA
EMOJOO_174425	DonA	AB-BA
EMOJOO_174430	DonA	All
EMOJOO_174435	DonA	AB-BA
EMOJOO_174440	DonA	AB-BA
EMOJOO_17445	DonA	AB-BA
EMOJOO_174450	DonA	AB-BA
EMOJOO_174455	DonA	AB-BA
EMOJOO_174460	DonA	All
EMOJOO_174465	DonA	AB-BA
EMOJOO_174470	DonA	AB-BA
EMOJOO_174475	DonA	All
EMOJOO_174480	DonA	AB-BA
EMOJOO_174485	DonA	AB-BA
EMOJOO_174490	DonA	AB-BA
EMOJOO_174495	DonA	AB-BA
EMOJOO_174500	DonA	AB-BA
EMOJOO_174505	DonA	All
EMOJOO_174510	DonA	AB-BA
EMOJOO_174515	DonA	AB-BA
EMOJOO_174520	DonA	All
EMOJOO_174525	DonA	AB-BA
EMOJOO_174530	DonA	AB-BA
EMOJOO_174535	DonA	AB-BA
EMOJOO_174540	DonA	AB-BA
EMOJOO_174545	DonA	All
EMOJOO_174645	DonA	AB
EMOJOO_174670	DonA	AB
EMOJOO_174680	DonA	AB
EMOJOO_174715	DonA	AB-ABAB
EMOJOO_174770	DonA	AB
EMOJOO_174830	DonA	AB
EMOJOO_174840	DonA	AB
EMOJOO_174880	DonA	AB-ABAB
EMOJOO_175225	DonA	All
EMOJOO_175230	DonA	AB-BA
EMOJOO_175235	DonA	AB-BA
EMOJOO_175240	DonA	All
EMOJOO_175245	DonA	All
EMOJOO_175250	DonA	AB
EMOJOO_175260	DonA	AB
EMOJOO_175265	DonA	AB-BA
EMOJOO_175270	DonA	All
EMOJOO_175275	DonA	AB-ABAB
EMOJOO_175280	DonA	All
EMOJOO_175285	DonA	AB-ABAB
EMOJOO_175290	DonA	AB-BA
EMOJOO_175295	DonA	All
EMOJOO_175300	DonA	AB-ABAB
EMOJOO_175305	DonA	AB-BA
EMOJOO_175315	DonA	AB-BA
EMOJOO_175320	DonA	All
EMOJOO_175325	DonA	AB
EMOJOO_175335	DonA	AB
EMOJOO_175340	DonA	AB-BA
EMOJOO_175350	DonA	AB
EMOJOO_175360	DonA	AB
EMOJOO_175370	DonA	AB-BA
EMOJOO_175375	DonA	AB-ABAB
EMOJOO_175385	DonA	AB-BA
EMOJOO_175390	DonA	AB-BA
EMOJOO_175395	DonA	AB-BA
EMOJOO_175400	DonA	AB-BA
EMOJOO_175410	DonA	All
EMOJOO_175415	DonA	AB
EMOJOO_175425	DonA	All
EMOJOO_175440	DonA	All
EMOJOO_175445	DonA	AB-BA
EMOJOO_175450	DonA	AB-BA
EMOJOO_175455	DonA	AB-BA
EMOJOO_175460	DonA	AB-BA
EMOJOO_175465	DonA	AB-BA
EMOJOO_175470	DonA	AB-BA
EMOJOO_175475	DonA	AB-BA
EMOJOO_175485	DonA	AB-BA
EMOJOO_175865	DonA	AB
EMOJOO_175875	DonA	AB
EMOJOO_175880	DonA	AB-ABAB
EMOJOO_175890	DonA	AB
EMOJOO_175900	DonA	AB-ABAB
EMOJOO_175915	DonA	AB-ABAB
EMOJOO_175920	DonA	AB-ABAB
EMOJOO_175930	DonA	AB-ABAB
EMOJOO_175935	DonA	AB
EMOJOO_175940	DonA	AB
EMOJOO_175950	DonA	AB-ABAB
EMOJOO_175960	DonA	AB-ABAB
EMOJOO_175965	DonA	AB-ABAB
EMOJOO_175970	DonA	AB-ABAB
EMOJOO_175985	DonA	AB-ABAB
EMOJOO_176000	DonA	AB-ABAB
EMOJOO_176005	DonA	AB-ABAB
EMOJOO_176020	DonA	AB-ABAB
EMOJOO_176025	DonA	AB-ABAB
EMOJOO_176030	DonA	AB-ABAB
EMOJOO_176050	DonA	AB-ABAB
EMOJOO_176070	DonA	AB-ABAB
EMOJOO_176075	DonA	AB-ABAB
EMOJOO_176080	DonA	AB
EMOJOO_176085	DonA	AB
EMOJOO_176100	DonA	All
EMOJOO_176105	DonA	AB-ABAB
EMOJOO_176110	DonA	AB-ABAB
EMOJOO_176130	DonA	AB
EMOJOO_176135	DonA	AB-ABAB
EMOJOO_176140	DonA	AB
EMOJOO_176160	DonA	AB-ABAB
EMOJOO_176165	DonA	AB
EMOJOO_176170	DonA	AB-ABAB
EMOJOO_176195	DonA	AB-ABAB
EMOJOO_176880	DonA	AB
EMOJOO_176885	DonA	AB
EMOJOO_176890	DonA	AB-ABAB
EMOJOO_176895	DonA	AB
EMOJOO_176955	DonA	AB
EMOJOO_176970	DonA	AB
EMOJOO_176990	DonA	AB
EMOJOO_177000	DonA	AB
EMOJOO_177005	DonA	AB
EMOJOO_177010	DonA	AB-BA
EMOJOO_177015	DonA	AB
EMOJOO_177060	DonA	AB
EMOJOO_177075	DonA	AB
EMOJOO_177100	DonA	AB
EMOJOO_177115	DonA	AB
EMOJOO_177125	DonA	AB
EMOJOO_177130	DonA	AB
EMOJOO_177145	DonA	AB
EMOJOO_177150	DonA	AB
EMOJOO_177160	DonA	AB
EMOJOO_177165	DonA	AB
EMOJOO_178905	DonA	AB
EMOJOO_178940	DonA	AB-ABAB
EMOJOO_178945	DonA	AB
EMOJOO_178955	DonA	AB-ABAB
EMOJOO_178960	DonA	AB-ABAB
EMOJOO_178970	DonA	AB
EMOJOO_178990	DonA	AB-ABAB
EMOJOO_178995	DonA	AB-ABAB
EMOJOO_179030	DonA	AB
EMOJOO_179050	DonA	AB-ABAB
EMOJOO_179060	DonA	AB-ABAB
EMOJOO_179065	DonA	AB-ABAB
EMOJOO_179075	DonA	AB-ABAB
EMOJOO_179090	DonA	AB-ABAB
EMOJOO_179095	DonA	AB-ABAB
EMOJOO_179100	DonA	AB-ABAB
EMOJOO_179120	DonA	AB-ABAB
EMOJOO_179155	DonA	AB-ABAB
EMOJOO_179185	DonA	AB-ABAB
EMOJOO_179195	DonA	AB-ABAB
EMOJOO_181340	DonA	AB
EMOJOO_181355	DonA	AB
EMOJOO_181375	DonA	AB
EMOJOO_181585	DonA	AB
EMOJOO_184530	DonA	AB-ABAB
EMOJOO_184550	DonA	AB-ABAB
EMOJOO_184555	DonA	AB
EMOJOO_184560	DonA	AB-ABAB
EMOJOO_184585	DonA	AB
EMOJOO_184610	DonA	AB
EMOJOO_184615	DonA	AB-ABAB
EMOJOO_184630	DonA	AB
EMOJOO_184635	DonA	AB
EMOJOO_184655	DonA	AB
EMOJOO_184665	DonA	AB-ABAB
EMOJOO_184670	DonA	AB-ABAB
EMOJOO_184690	DonA	AB-ABAB
EMOJOO_184695	DonA	AB-ABAB
EMOJOO_184700	DonA	AB-ABAB
EMOJOO_184705	DonA	AB-ABAB
EMOJOO_184725	DonA	AB-ABAB
EMOJOO_184740	DonA	AB-ABAB
EMOJOO_184755	DonA	AB-ABAB
EMOJOO_184775	DonA	AB-ABAB
EMOJOO_184790	DonA	AB
EMOJOO_184795	DonA	AB-ABAB
EMOJOO_184800	DonA	AB-ABAB
EMOJOO_184810	DonA	AB-ABAB
EMOJOO_184815	DonA	AB
EMOJOO_184820	DonA	AB
EMOJOO_184825	DonA	AB-ABAB
EMOJOO_184830	DonA	AB-ABAB
EMOJOO_18765	DonA	AB
EMOJOO_187825	DonA	AB
EMOJOO_187830	DonA	AB
EMOJOO_187835	DonA	AB
EMOJOO_187840	DonA	AB
EMOJOO_187850	DonA	AB-BA
EMOJOO_187860	DonA	AB-BA
EMOJOO_187865	DonA	AB
EMOJOO_187880	DonA	AB-BA
EMOJOO_187885	DonA	AB-BA
EMOJOO_187890	DonA	AB-BA
EMOJOO_187895	DonA	AB
EMOJOO_187910	DonA	AB
EMOJOO_187915	DonA	AB-BA
EMOJOO_187920	DonA	AB-BA
EMOJOO_187925	DonA	AB-BA
EMOJOO_187930	DonA	AB-BA
EMOJOO_187945	DonA	AB
EMOJOO_187950	DonA	All
EMOJOO_187955	DonA	AB-BA
EMOJOO_187960	DonA	AB
EMOJOO_187965	DonA	AB
EMOJOO_187970	DonA	AB-BA
EMOJOO_187975	DonA	AB
EMOJOO_187980	DonA	AB
EMOJOO_187985	DonA	AB-BA
EMOJOO_187995	DonA	AB
EMOJOO_188000	DonA	AB-BA
EMOJOO_188035	DonA	AB
EMOJOO_188040	DonA	AB-BA
EMOJOO_188045	DonA	AB
EMOJOO_188055	DonA	AB-BA
EMOJOO_188060	DonA	AB
EMOJOO_188065	DonA	AB
EMOJOO_188080	DonA	AB
EMOJOO_188090	DonA	AB-BA
EMOJOO_188095	DonA	AB-BA
EMOJOO_18895	DonA	AB
EMOJOO_188990	DonA	AB
EMOJOO_189075	DonA	AB
EMOJOO_189170	DonA	AB
EMOJOO_189175	DonA	AB-BA
EMOJOO_189180	DonA	AB-BA
EMOJOO_189195	DonA	AB-BA
EMOJOO_189200	DonA	AB
EMOJOO_189210	DonA	AB-BA
EMOJOO_189220	DonA	AB-BA
EMOJOO_189225	DonA	AB
EMOJOO_189230	DonA	AB-BA
EMOJOO_189235	DonA	AB
EMOJOO_189240	DonA	AB-BA
EMOJOO_189245	DonA	AB-BA
EMOJOO_189250	DonA	AB-BA
EMOJOO_189255	DonA	AB-BA
EMOJOO_189270	DonA	AB-BA
EMOJOO_189285	DonA	AB
EMOJOO_189290	DonA	AB
EMOJOO_189295	DonA	AB-BA
EMOJOO_189300	DonA	AB-BA
EMOJOO_189305	DonA	AB
EMOJOO_189310	DonA	AB-BA
EMOJOO_189315	DonA	AB-BA
EMOJOO_189325	DonA	AB
EMOJOO_189330	DonA	AB
EMOJOO_189335	DonA	AB-BA
EMOJOO_189345	DonA	AB
EMOJOO_189350	DonA	AB-BA
EMOJOO_189370	DonA	AB-BA
EMOJOO_189375	DonA	AB
EMOJOO_189380	DonA	AB
EMOJOO_189385	DonA	AB
EMOJOO_189395	DonA	AB-BA
EMOJOO_189400	DonA	AB-BA
EMOJOO_189405	DonA	AB-BA
EMOJOO_189415	DonA	AB-BA
EMOJOO_189425	DonA	AB
EMOJOO_189430	DonA	AB
EMOJOO_189445	DonA	AB-BA
EMOJOO_189455	DonA	AB-BA
EMOJOO_189460	DonA	AB-BA
EMOJOO_189465	DonA	AB
EMOJOO_189470	DonA	AB-BA
EMOJOO_190225	DonA	AB
EMOJOO_190325	DonA	AB
EMOJOO_190405	DonA	AB
EMOJOO_190450	DonA	AB
EMOJOO_190525	DonA	AB
EMOJOO_191295	DonA	All
EMOJOO_191300	DonA	All
EMOJOO_191305	DonA	All
EMOJOO_191310	DonA	AB-BA
EMOJOO_191315	DonA	All
EMOJOO_191325	DonA	AB-BA
EMOJOO_191330	DonA	AB-BA
EMOJOO_191335	DonA	AB-BA
EMOJOO_191340	DonA	All
EMOJOO_191345	DonA	AB-BA
EMOJOO_191350	DonA	All
EMOJOO_191360	DonA	All
EMOJOO_191365	DonA	All
EMOJOO_191370	DonA	AB-ABAB
EMOJOO_191375	DonA	All
EMOJOO_191385	DonA	All
EMOJOO_191390	DonA	AB
EMOJOO_191395	DonA	All
EMOJOO_191400	DonA	AB
EMOJOO_191405	DonA	All
EMOJOO_191410	DonA	All
EMOJOO_191415	DonA	All
EMOJOO_191420	DonA	All
EMOJOO_191425	DonA	All
EMOJOO_191430	DonA	All
EMOJOO_191435	DonA	AB-BA
EMOJOO_191440	DonA	All
EMOJOO_191445	DonA	All
EMOJOO_191450	DonA	AB-ABAB
EMOJOO_191455	DonA	All
EMOJOO_191470	DonA	All
EMOJOO_191475	DonA	AB-ABAB
EMOJOO_191480	DonA	All
EMOJOO_191485	DonA	AB-ABAB
EMOJOO_191490	DonA	AB-ABAB
EMOJOO_191495	DonA	All
EMOJOO_191505	DonA	AB
EMOJOO_191510	DonA	AB-BA
EMOJOO_191515	DonA	All
EMOJOO_191520	DonA	AB-ABAB
EMOJOO_191525	DonA	AB-BA
EMOJOO_191540	DonA	AB-BA
EMOJOO_191545	DonA	AB-BA
EMOJOO_191550	DonA	All
EMOJOO_191555	DonA	All
EMOJOO_191560	DonA	All
EMOJOO_191565	DonA	AB-BA
EMOJOO_191570	DonA	All
EMOJOO_191575	DonA	All
EMOJOO_191580	DonA	All
EMOJOO_191590	DonA	AB-ABAB
EMOJOO_191595	DonA	AB-BA
EMOJOO_191600	DonA	All
EMOJOO_191605	DonA	All
EMOJOO_191610	DonA	AB-ABAB
EMOJOO_191615	DonA	AB-ABAB
EMOJOO_191620	DonA	AB
EMOJOO_191970	DonA	AB
EMOJOO_191995	DonA	AB
EMOJOO_192145	DonA	AB
EMOJOO_192240	DonA	AB
EMOJOO_192245	DonA	AB
EMOJOO_192275	DonA	AB
EMOJOO_192285	DonA	AB
EMOJOO_192290	DonA	AB
EMOJOO_192295	DonA	AB
EMOJOO_192330	DonA	AB
EMOJOO_192335	DonA	AB
EMOJOO_192340	DonA	AB
EMOJOO_192355	DonA	AB
EMOJOO_192360	DonA	AB
EMOJOO_192365	DonA	AB
EMOJOO_192400	DonA	AB
EMOJOO_192410	DonA	AB
EMOJOO_192430	DonA	AB
EMOJOO_192445	DonA	AB
EMOJOO_192455	DonA	AB
EMOJOO_192460	DonA	AB
EMOJOO_192470	DonA	AB
EMOJOO_192480	DonA	AB
EMOJOO_192525	DonA	AB
EMOJOO_192535	DonA	AB
EMOJOO_192540	DonA	AB
EMOJOO_192575	DonA	AB
EMOJOO_192590	DonA	AB
EMOJOO_192595	DonA	AB
EMOJOO_192605	DonA	AB
EMOJOO_192610	DonA	AB
EMOJOO_192625	DonA	AB
EMOJOO_192630	DonA	AB
EMOJOO_192640	DonA	AB
EMOJOO_192670	DonA	AB
EMOJOO_192685	DonA	AB-ABAB
EMOJOO_192690	DonA	AB-ABAB
EMOJOO_192700	DonA	AB-ABAB
EMOJOO_192705	DonA	AB-ABAB
EMOJOO_192715	DonA	AB-ABAB
EMOJOO_192720	DonA	AB-ABAB
EMOJOO_192745	DonA	AB
EMOJOO_192750	DonA	AB
EMOJOO_192760	DonA	AB
EMOJOO_192765	DonA	AB-ABAB
EMOJOO_192770	DonA	AB
EMOJOO_192780	DonA	AB
EMOJOO_192800	DonA	AB-ABAB
EMOJOO_192810	DonA	AB-ABAB
EMOJOO_192820	DonA	AB-ABAB
EMOJOO_192845	DonA	AB-ABAB
EMOJOO_192855	DonA	AB-ABAB
EMOJOO_192875	DonA	AB-ABAB
EMOJOO_192880	DonA	AB-ABAB
EMOJOO_192885	DonA	AB-ABAB
EMOJOO_192890	DonA	AB-ABAB
EMOJOO_192895	DonA	AB
EMOJOO_192905	DonA	AB-ABAB
EMOJOO_192910	DonA	AB-ABAB
EMOJOO_192915	DonA	AB
EMOJOO_192920	DonA	AB-ABAB
EMOJOO_192925	DonA	AB-ABAB
EMOJOO_192935	DonA	AB-ABAB
EMOJOO_192945	DonA	AB-ABAB
EMOJOO_192950	DonA	AB-ABAB
EMOJOO_192955	DonA	AB-ABAB
EMOJOO_192960	DonA	AB-ABAB
EMOJOO_192975	DonA	AB-ABAB
EMOJOO_192980	DonA	AB-ABAB
EMOJOO_193005	DonA	AB-ABAB
EMOJOO_193010	DonA	AB-ABAB
EMOJOO_193020	DonA	AB-ABAB
EMOJOO_193030	DonA	AB
EMOJOO_193035	DonA	AB-ABAB
EMOJOO_193040	DonA	AB-ABAB
EMOJOO_193045	DonA	AB-ABAB
EMOJOO_193065	DonA	AB-ABAB
EMOJOO_193070	DonA	AB-ABAB
EMOJOO_193075	DonA	AB-ABAB
EMOJOO_193080	DonA	AB-ABAB
EMOJOO_193090	DonA	AB
EMOJOO_193100	DonA	AB-ABAB
EMOJOO_193120	DonA	AB
EMOJOO_193135	DonA	AB
EMOJOO_193145	DonA	AB-BA
EMOJOO_193160	DonA	AB
EMOJOO_193165	DonA	AB
EMOJOO_193170	DonA	AB
EMOJOO_193175	DonA	AB-BA
EMOJOO_193180	DonA	AB
EMOJOO_193190	DonA	AB
EMOJOO_193195	DonA	AB
EMOJOO_193205	DonA	AB
EMOJOO_193210	DonA	AB
EMOJOO_193215	DonA	AB
EMOJOO_193220	DonA	AB
EMOJOO_193240	DonA	AB-BA
EMOJOO_193250	DonA	AB
EMOJOO_193260	DonA	AB
EMOJOO_193265	DonA	AB-BA
EMOJOO_193270	DonA	AB
EMOJOO_193275	DonA	AB
EMOJOO_193280	DonA	AB
EMOJOO_193290	DonA	AB-BA
EMOJOO_193295	DonA	AB-BA
EMOJOO_193300	DonA	AB-BA
EMOJOO_193305	DonA	AB
EMOJOO_193325	DonA	AB
EMOJOO_193335	DonA	AB
EMOJOO_193340	DonA	AB-BA
EMOJOO_193345	DonA	AB-ABAB
EMOJOO_193350	DonA	AB
EMOJOO_193355	DonA	AB-BA
EMOJOO_193365	DonA	AB
EMOJOO_193370	DonA	AB
EMOJOO_193375	DonA	AB
EMOJOO_193385	DonA	AB
EMOJOO_193390	DonA	All
EMOJOO_193395	DonA	AB
EMOJOO_193400	DonA	AB-ABAB
EMOJOO_193405	DonA	AB-BA
EMOJOO_193415	DonA	AB-BA
EMOJOO_195670	DonA	AB
EMOJOO_195675	DonA	AB
EMOJOO_195700	DonA	AB
EMOJOO_195710	DonA	AB
EMOJOO_195715	DonA	AB
EMOJOO_195720	DonA	AB
EMOJOO_195785	DonA	AB
EMOJOO_195795	DonA	AB
EMOJOO_195800	DonA	AB
EMOJOO_195815	DonA	AB
EMOJOO_195830	DonA	AB-BA
EMOJOO_195835	DonA	AB
EMOJOO_195855	DonA	AB
EMOJOO_195890	DonA	AB
EMOJOO_195900	DonA	AB
EMOJOO_195915	DonA	AB
EMOJOO_195925	DonA	AB
EMOJOO_195930	DonA	AB
EMOJOO_195965	DonA	AB
EMOJOO_195970	DonA	AB-BA
EMOJOO_195975	DonA	AB-BA
EMOJOO_195985	DonA	AB-BA
EMOJOO_195990	DonA	AB-ABAB
EMOJOO_195995	DonA	All
EMOJOO_196005	DonA	All
EMOJOO_196010	DonA	AB
EMOJOO_196015	DonA	All
EMOJOO_196020	DonA	AB-BA
EMOJOO_196025	DonA	AB
EMOJOO_196030	DonA	All
EMOJOO_196035	DonA	AB
EMOJOO_196045	DonA	AB
EMOJOO_196050	DonA	AB
EMOJOO_196060	DonA	AB-BA
EMOJOO_196065	DonA	AB-BA
EMOJOO_196075	DonA	All
EMOJOO_196090	DonA	All
EMOJOO_196100	DonA	All
EMOJOO_196105	DonA	All
EMOJOO_196110	DonA	AB
EMOJOO_196125	DonA	All
EMOJOO_196130	DonA	AB-BA
EMOJOO_196135	DonA	AB-BA
EMOJOO_196145	DonA	AB
EMOJOO_196155	DonA	AB-BA
EMOJOO_196160	DonA	AB
EMOJOO_196165	DonA	AB-BA
EMOJOO_196170	DonA	AB-BA
EMOJOO_196175	DonA	AB-BA
EMOJOO_196180	DonA	AB
EMOJOO_196185	DonA	AB-BA
EMOJOO_196190	DonA	AB-BA
EMOJOO_196195	DonA	AB-BA
EMOJOO_196205	DonA	AB-BA
EMOJOO_196210	DonA	AB-BA
EMOJOO_196215	DonA	All
EMOJOO_196220	DonA	AB-ABAB
EMOJOO_196345	DonA	AB
EMOJOO_196510	DonA	AB-BA
EMOJOO_196585	DonA	AB
EMOJOO_196600	DonA	AB
EMOJOO_197285	DonA	AB-BA
EMOJOO_198635	DonA	All
EMOJOO_198640	DonA	All
EMOJOO_198645	DonA	All
EMOJOO_198650	DonA	All
EMOJOO_198655	DonA	All
EMOJOO_198660	DonA	All
EMOJOO_198665	DonA	All
EMOJOO_198670	DonA	AB-BA
EMOJOO_198675	DonA	All
EMOJOO_198680	DonA	All
EMOJOO_198685	DonA	AB-BA
EMOJOO_198690	DonA	All
EMOJOO_198700	DonA	AB-ABAB
EMOJOO_198705	DonA	All
EMOJOO_198710	DonA	AB
EMOJOO_198715	DonA	All
EMOJOO_198720	DonA	AB-BA
EMOJOO_198725	DonA	All
EMOJOO_198730	DonA	All
EMOJOO_198735	DonA	All
EMOJOO_198740	DonA	AB-ABAB
EMOJOO_198750	DonA	All
EMOJOO_198755	DonA	All
EMOJOO_198765	DonA	All
EMOJOO_198770	DonA	All
EMOJOO_198775	DonA	All
EMOJOO_198780	DonA	AB-ABAB
EMOJOO_198785	DonA	All
EMOJOO_198790	DonA	All
EMOJOO_198795	DonA	All
EMOJOO_198800	DonA	All
EMOJOO_198805	DonA	All
EMOJOO_198810	DonA	All
EMOJOO_198815	DonA	All
EMOJOO_198820	DonA	All
EMOJOO_198825	DonA	All
EMOJOO_198835	DonA	All
EMOJOO_198840	DonA	All
EMOJOO_198845	DonA	All
EMOJOO_198850	DonA	All
